DBKEY,EIN,UEI,AUDITEENAME,COGAGENCY,DATE_ADDED
174192,746029385,ZB1CF1UCVVQ7,SOCORRO INDEPENDENT SCHOOL DISTRICT,84,1/24/2023
174195,746002473,,YSLETA INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174197,741690850,,EL PASO COUNTY COMMUNITY COLLEGE DISTRICT,84,3/25/2021
174198,746000769,,EL PASO INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174228,746002016,LJ1TM4C8X411,LAMAR CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,84,2/6/2023
174230,746025253,,FORT BEND INDEPENDENT SCHOOL DISTRICT,84,11/17/2021
174242,746001592,JTUENMMSMWF6,CLEAR CREEK INDEPENDENT SCHOOL DISTRICT,84,1/31/2023
174317,746001110,,ALDINE INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174318,746000019,,ALIEF INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174321,746000654,,CYPRESS-FAIRBANKS INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174325,746000251,,GOOSE CREEK CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,84,3/26/2022
174326,746001255,,HOUSTON INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174329,746001484,,KATY INDEPENDENT SCHOOL DISTRICT,84,2/16/2022
174332,746001850,,PASADENA INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174334,746001379,,SPRING BRANCH INDEPENDENT SCHOOL DISTRICT,84,12/10/2021
174335,746002339,YGX3UJR6N6U6,SPRING INDEPENDENT SCHOOL DISTRICT,84,1/24/2023
174337,741589572,,REGION 4 EDUCATION SERVICE CENTER,84,1/11/2022
174338,741709152,,HOUSTON COMMUNITY COLLEGE SYSTEM,84,3/25/2021
174339,746028285,,SAN JACINTO COMMUNITY COLLEGE DISTRICT,84,1/14/2022
174341,741734884,,LONE STAR COLLEGE SYSTEM,84,3/25/2021
174369,746000715,,EDINBURG CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174374,746001742,CF41ED1ALVQ4,MISSION CONSOLIDATED INDEPENDENT SCHOOL DISTRICT,84,12/6/2022
174376,746001876,,PHARR-SAN JUAN-ALAMO I.S.D.,84,3/25/2021
174379,746001550,,LA JOYA INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174561,756001989,,LUBBOCK INDEPENDENT SCHOOL DISTRICT,84,12/7/2021
174605,746000701,RGALM64S41C4,EAGLE PASS INDEPENDENT SCHOOL DISTRICT,84,12/20/2022
174635,746000556,,CONROE INDEPENDENT SCHOOL DISTRICT,84,1/29/2022
174674,746000581,,CORPUS CHRISTI INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174725,756000031,,AMARILLO COLLEGE,84,12/16/2021
174726,756000036,,AMARILLO INDEPENDENT SCHOOL DISTRICT,84,12/7/2021
174800,756002675,T9KLBZLQGU76,TYLER INDEPENDENT SCHOOL DISTRICT,84,1/26/2023
174807,746003668,PNRNGL9YQLD3,RIO GRANDE CITY GRULLA INDEPENDENT SCHOOL DISTRICT,84,12/1/2022
174817,756000119,,ARLINGTON INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174824,756001613,,FORT WORTH INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174829,756002005,R4SYTR7G6PJ6,MANSFIELD INDEPENDENT SCHOOL DISTRICT,84,1/19/2023
174833,751217163,,TARRANT COUNTY COLLEGE DISTRICT,84,3/25/2021
174839,756000004,JN8BGSBPWNZ4,ABILENE INDEPENDENT SCHOOL DISTRICT,84,1/11/2023
174859,746000064,,AUSTIN INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174864,741742036,,AUSTIN COMMUNITY COLLEGE DISTRICT,84,3/25/2021
174912,746000400,,BLINN COLLEGE DISTRICT,84,3/25/2021
174916,746001580,,LAREDO INDEPENDENT SCHOOL DISTRICT,84,12/23/2021
174918,746028859,,UNITED INDEPENDENT SCHOOL DISTRICT,84,3/25/2021
174953,746002018,JSQ9N6EHLUA1,ROUND ROCK INDEPENDENT SCHOOL DISTRICT,84,12/8/2022
175253,876000487,,DAVIS SCHOOL DISTRICT,84,12/9/2021
175266,876000494,,GRANITE SCHOOL DISTRICT,84,3/25/2021
175267,876000497,MYCXQMLWYKB4,JORDAN SCHOOL DISTRICT,84,11/29/2022
175279,876000478,,ALPINE SCHOOL DISTRICT,84,11/11/2021
175283,876000531,KXXQFLKEQAV8,WASHINGTON COUNTY SCHOOL DISTRICT,84,3/30/2023
175301,030213787,,VERMONT STATE COLLEGES,84,3/25/2021
175651,036000783,SDJZAAPVXR36,WINOOSKI SCHOOL DISTRICT,84,2/8/2023
176050,546001208,,"CHESTERFIELD COUNTY, VIRGINIA",84,3/25/2021
176072,546001344,,"COUNTY OF HENRICO, VIRGINIA",84,3/25/2021
176104,546001531,,PRINCE WILLIAM COUNTY,84,3/25/2021
176116,546001622,,SPOTSYLVANIA COUNTY,84,10/6/2022
176258,540721442,,CITY OF CHESAPEAKE,84,3/25/2021
176268,546001336,,CITY OF HAMPTON,84,12/18/2021
176272,546001405,,"CITY OF LYNCHBURG, VIRGINIA",84,12/18/2021
176278,546001512,,"CITY OF PORTSMOUTH, VIRGINIA",84,5/3/2022
176285,546001636,PFBEDV4G5MF3,"CITY OF SUFFOLK, VIRGINIA",84,12/22/2022
177114,916001600,TS7KCJ776E59,EVERGREEN SCHOOL DISTRICT NO. 114,84,4/17/2023
177119,916001540,MV9DMZYCZLM9,VANCOUVER SCHOOL DISTRICT NO. 37,84,6/1/2023
177142,916001752,NWW9NTJ3ABU7,PASCO SCHOOL DISTRICT NO. 1,84,5/16/2023
177181,916001624,U96DJWC6FGZ4,FEDERAL WAY SCHOOL DISTRICT NO. 210,84,6/1/2023
177189,916001541,,SEATTLE SCHOOL DISTRICT NO. 1,84,5/26/2022
177277,916001553,,TACOMA SCHOOL DISTRICT NO. 10,84,6/1/2022
177320,916001582,XSVJKNZ9N263,SPOKANE SCHOOL DISTRICT NO 81,84,6/1/2023
177387,916001550,YXD3EXL7BZMS,YAKIMA SCHOOL DISTRICT NO. 7,84,5/25/2023
177820,556000337,,KANAWHA COUNTY BOARD OF EDUCATION,84,5/2/2022
179284,396002329,KTMFQB98UHH5,GREEN BAY AREA PUBLIC SCHOOLS,84,1/11/2023
179346,391086718,TK2SQD3B8M44,MADISON AREA TECHNICAL COLLEGE DISTRICT,84,12/27/2022
179495,396003457,,MILWAUKEE PUBLIC SCHOOLS,84,3/25/2021
179770,836000331,,UNIVERSITY OF WYOMING,84,3/25/2021
180102,980032933,,UNIVERSITY OF GUAM,84,4/27/2022
180113,660446193,,COMM OF THE NO MARIANA ISLANDS PUBLIC SCH SYSTEM,84,5/1/2023
180138,660433481,,PUERTO RICO DEPARTMENT OF EDUCATION,84,3/25/2021
180143,660433767,,UNIVERSITY OF PUERTO RICO,84,3/25/2021
180800,226002012,,JERSEY CITY PUBLIC SCHOOLS,84,4/12/2022
180812,526000886,,BOARD OF EDUCATION OF BALTIMORE COUNTY,84,3/25/2021
180840,911898417,,NORTHEASTERN STATE UNIVERSITY,84,3/25/2021
180845,156010157,,"CITY SCHOOL DISTRICT OF SYRACUSE, NEW YORK",84,3/25/2021
180857,710236896,,"HARDING UNIVERSITY, INC.",84,3/25/2021
180875,561957903,KPTDLJRNNE31,ALAMANCE-BURLINGTON BOARD OF EDUCATION,84,12/6/2022
180880,731353314,,UNIVERSITY OF CENTRAL OKLAHOMA,84,3/25/2021
180900,886000024,,NEVADA SYSTEM OF HIGHER EDUCATION,84,3/25/2021
180901,926000096,JK2MKNSUTB39,FAIRBANKS NORTH STAR BOROUGH SCHOOL DISTRICT,84,11/29/2022
180950,946002320,CPLCLKQTK2W5,MADERA UNIFIED SCHOOL DISTRICT,84,1/26/2023
180960,166001554,,"BOARD OF EDUCATION, CITY OF BUFFALO, NEW YORK",84,3/25/2021
180985,356002041,,PURDUE UNIVERSITY,84,3/25/2021
180995,660191965,,PONTIFICAL CATHOLIC UNIVERSITY OF PUERTO RICO,84,3/25/2021
181003,611010545,,NORTHERN KENTUCKY UNIVERSITY,84,3/25/2021
181010,820207699,,BRIGHAM YOUNG UNIVERSITY - IDAHO,84,3/25/2021
181034,526000992,,BOARD OF EDUCATION OF PRINCE GEORGE'S COUNTY MARYLAND,84,3/25/2021
181037,526001035,H5NPA6BV2363,WASHINGTON COUNTY BOARD OF EDUCATION,84,1/6/2023
181048,341131512,,NORTHEAST OHIO MEDICAL UNIVERSITY,84,11/23/2021
181071,136007340,XN4BA2UMNY17,YONKERS CITY SCHOOL DISTRICT,84,1/2/2023
181086,956000931,,SAN BERNARDINO COUNTY SUPERINTENDENT OF SCHOOLS,84,3/25/2021
181090,742683499,,SOUTH TEXAS COLLEGE DISTRICT,84,3/25/2021
181178,386028429,,WAYNE STATE UNIVERSITY,84,3/25/2021
181225,926000078,,ANCHORAGE SCHOOL DISTRICT,84,3/25/2021
181251,943233542,,WESTED,84,3/25/2021
181292,113682643,CNSNH6LM6NY7,SUNY ERIE,84,6/2/2023
181298,226002140,,NEWARK BOARD OF EDUCATION,84,3/25/2021
181306,530199507,,GALLAUDET UNIVERSITY,84,3/25/2021
181330,526000955,WE2EJHNL6LL5,HARFORD COUNTY PUBLIC SCHOOLS,84,12/31/2022
181377,222912682,,MONTCLAIR STATE UNIVERSITY,84,3/25/2021
181395,352544200,,TULSA COMMUNITY COLLEGE,84,12/14/2021
181427,870217280,,BRIGHAM YOUNG UNIVERSITY,84,3/25/2021
181601,731180305,,OKLAHOMA STUDENT LOAN AUTHORITY,84,3/25/2021
181646,990266482,,"DEPARTMENT OF EDUCATION, STATE OF HAWAII",84,3/25/2021
181925,131740451,,FORDHAM UNIVERSITY,84,3/25/2021
182089,581216007,,"LIFE UNIVERSITY, INC.",84,3/25/2021
182145,066001876,,CITY OF NEW HAVEN,84,3/25/2021
182312,226000910,,NEW JERSEY INSTITUTE OF TECHNOLOGY,84,3/25/2021
182630,526000941,FJJQCCXBQBK5,FREDERICK COUNTY BOARD OF EDUCATION/PUBLIC SCHOOLS,84,12/8/2022
182926,226001086,,"RUTGERS, THE STATE UNIVERSITY OF NEW JERSEY",84,3/25/2021
183200,526000882,,ANNE ARUNDEL COUNTY BOARD OF EDUCATION,84,3/25/2021
184216,596000530,,BROWARD COUNTY DISTRICT SCHOOL BOARD,84,3/25/2021
184257,046001418,,"CITY OF WORCESTER, MASSACHUSETTS",84,3/25/2021
184274,256007669,V8NCPGDCHZ41,ALLEGHENY INTERMEDIATE UNIT 3,84,12/27/2022
184292,520891845,M2ENSJTABU43,MONTGOMERY COLLEGE,84,1/4/2023
184315,611011211,,EASTERN KENTUCKY UNIVERSITY,84,3/25/2021
184321,431549458,,COMM  COLLEGE DIST OF CNTRL SW MOI - OZARKS TECH C,84,1/13/2022
184331,526000968,LBUJLL83NF95,HOWARD COUNTY BOARD OF EDUCATION,84,2/2/2023
184509,344428219,DZW4S1HT2EL9,HEIDELBERG UNIVERSITY,84,1/24/2023
184530,566172047,,NORTH CAROLINA STATE EDUCATION ASSISTANCE AUTHORITY,84,3/25/2021
184565,131967321,,MERCY COLLEGE,84,3/25/2021
184609,726000592,,JEFFERSON PARISH PUBLIC SCHOOL SYSTEM,84,3/25/2021
184805,381713563,,OAKLAND SCHOOLS,84,3/25/2021
185713,756002311,KSJKFACJJLB5,RICHARDSON INDEPENDENT SCHOOL DISTRICT,84,12/1/2022
185746,146013200,,NYS HIGHER EDUCATION SERVICES CORP,84,3/25/2021
185848,540722061,,CITY OF VIRGINIA BEACH,84,3/25/2021
185899,226002199,,PATERSON BOARD OF EDUCATION,84,3/25/2021
186066,626000834,,SHELBY COUNTY BOARD OF EDUCATION,84,3/25/2021
186428,231738850,,MONTGOMERY COUNTY INTERMEDIATE UNIT,84,1/28/2022
186541,826000945,,UNIVERSITY OF IDAHO,84,3/25/2021
186728,586000191,,BIBB COUNTY SCHOOL DISTRICT,84,3/22/2022
186782,951644035,,POINT LOMA NAZARENE UNIVERSITY AND AFFILIATE,84,3/25/2021
186787,746001658,JUFXAND8BUG9,MCALLEN INDEPENDENT SCHOOL DISTRICT,84,12/6/2022
186979,330386669,FG8HAYKLHGN7,LAKE ELSINORE UNIFIED SCHOOL DISTRICT,84,4/25/2023
187036,226002193,,PASSAIC PUBLIC SCHOOLS,84,4/9/2022
187203,236004102,,SCHOOL DISTRICT OF PHILADELPHIA,84,3/25/2021
187283,952644299,,SAN DIEGO COMMUNITY COLLEGE DISTRICT,84,3/25/2021
187375,746000691,GD9NKJUFC2D3,DONNA INDEPENDENT SCHOOL DISTRICT,84,1/13/2023
187547,431261525,,HIGHER EDUCATION LOAN AUTHORITY OF THE STATE OF MISSOURI,84,3/25/2021
187661,946000385,,OAKLAND UNIFIED SCHOOL DISTRICT,84,3/25/2021
187998,952378800,,GARDEN GROVE UNIFIED SCHOOL DISTRICT,84,3/25/2021
188134,756002676,,TYLER JUNIOR COLLEGE,84,12/16/2021
189247,576000322,,CHARLESTON COUNTY SCHOOL DISTRICT,84,3/25/2021
189616,376014070,,ILLINOIS STATE UNIVERSITY,84,3/25/2021
189671,741556846,V3J6KE9L9YL7,JUDSON INDEPENDENT SCHOOL DISTRICT,84,12/21/2022
189818,942840774,,CLOVIS UNIFIED SCHOOL DISTRICT,84,6/27/2022
189897,956006659,,SOUTHWESTERN COMMUNITY COLLEGE DISTRICT,84,3/3/2022
189904,710503641,,ARKANSAS DEVELOPMENT FINANCE AUTHORITY,84,3/25/2021
189911,370813229,,OSF HEALTHCARE SYSTEM,84,7/6/2022
190159,356007261,HJ7RDM3Q45X7,VIGO COUNTY SCHOOL CORPORATION,84,3/31/2023
190213,391853833,,"ASCENDIUM EDUCATION SOLUTIONS, INC.",84,3/25/2021
190346,941054700,,LODI UNIFIED SCHOOL DISTRICT,84,12/17/2021
191889,221494434,,FAIRLEIGH DICKINSON UNIVERSITY,84,3/25/2021
192142,951643334,,LOYOLA MARYMOUNT UNIVERSITY,84,3/25/2021
192442,546001455,,"CITY OF NORFOLK, VIRGINIA",84,3/25/2021
192446,043167352,,UNIVERSITY OF MASSACHUSETTS,84,3/25/2021
192477,586000246,,FULTON COUNTY BOARD OF EDUCATION,84,3/25/2021
192511,586000206,GM1WDDKTGNJ1,SAVANNAH-CHATHAM COUNTY PUBLIC SCHOOL SYSTEM,84,4/6/2023
192542,586000134,,ATLANTA INDEPENDENT SCHOOL SYSTEM,84,3/25/2021
192565,731377584,,UNIVERSITY OF OKLAHOMA NORMAN CAMPUS,84,3/25/2021
192639,646000964,,MISSISSIPPI GULF COAST COMMUNITY COLLEGE,84,8/8/2022
192649,746001421,,HUMBLE INDEPENDENT SCHOOL DISTRICT,84,12/9/2021
193043,646000783,,STATE OF MISSISSIPPI INSTITUTIONS OF HIGHER LEARNING,84,3/25/2021
193279,310729591,,COLUMBUS STATE COMMUNITY COLLEGE,84,3/25/2021
193349,522064235,,BALTIMORE CITY PUBLIC SCHOOL SYSTEM,84,3/25/2021
193434,316000758,,CINCINNATI CITY SCHOOL DISTRICT,84,3/25/2021
193461,646000453,,HINDS COMMUNITY COLLEGE DISTRICT,84,3/25/2021
193596,366009515,,NORTHEASTERN ILLINOIS UNIVERSITY,84,3/25/2021
193670,596000500,,ALACHUA COUNTY DISTRICT SCHOOL BOARD,84,4/7/2022
193671,952962604,UTQ7GBV8BLL8,CALIFORNIA LUTHERAN UNIVERSITY & AFFILIATE,84,10/25/2022
193991,620694743,,"THE METROPOLITAN GOVERNMENT OF NASHVILLE & DAVIDSON COUNTY, TENNESSEE",84,3/25/2021
194459,386004193,,"SCHOOL DISTRICT OF THE CITY OF DEARBORN, MICHIGAN",84,3/25/2021
194874,586000232,WCMNR7WC8JF9,DOUGLAS COUNTY BOARD OF EDUCATION,84,4/4/2023
195021,956000613,,CHULA VISTA ELEMENTARY SCHOOL DISTRICT,84,2/23/2022
195427,636000767,,BIRMINGHAM CITY BOARD OF EDUCATION,84,12/6/2022
196078,636001101,,ALABAMA STATE UNIVERSITY,84,3/25/2021
196886,726001305,,ST. TAMMANY PARISH SCHOOL BOARD,84,1/29/2022
196892,430786590,CH6QTM2K95W1,COMMUNITY COLLEGE DISTRICT OF ST. LOUIS,84,11/27/2022
197070,731383996,,OKLAHOMA STATE UNIVERSITY,84,3/25/2021
197262,751249185,,EDUCATION SERVICE CENTER REGION 10,84,3/25/2021
197499,330831357,,RIVERSIDE COMMUNITY COLLEGE DISTRICT,84,3/25/2021
197652,841383926,,WESTERN GOVERNORS UNIVERSITY,84,3/25/2021
197851,946003004,MUNJKC8LKBJ1,COLLEGE OF THE SEQUOIAS COMMUNITY COLLEGE DISTRICT,84,3/31/2023
197868,741143128,,ST. MARY'S UNIVERSITY,84,3/25/2021
198446,521977456,,THE COMMUNITY COLLEGE OF BALTIMORE COUNTY,84,3/25/2021
198496,516000297,,UNIVERSITY OF DELAWARE,84,3/25/2021
198517,680342035,,CONTRA COSTA COMMUNITY COLLEGE DISTRICT,84,7/26/2022
198615,956000025,HNEAQFHNYBB3,ALHAMBRA UNIFIED SCHOOL DISTRICT,84,2/23/2023
199507,660234412,,UNIVERSIDAD CARLOS ALBIZU INC,84,2/3/2022
199828,351330472,,"FRANCISCAN ALLIANCE, INC.",84,10/10/2022
199844,420730347,,DES MOINES UNIVERSITY OSTEOPATHIC MEDICAL CENTER,84,3/25/2021
200095,610600439,,KENTUCKY HIGHER EDUCATION ASSISTANCE AUTHORITY/ STUDENT LOAN CORP.,84,3/25/2021
200449,636001097,,ALABAMA A&M UNIVERSITY,84,3/25/2021
200576,226002304,C5VYV9ZLXBT1,CITY OF ELIZABETH SCHOOL DISTRICT-EIN NOTED,84,3/20/2023
200795,231639151,,HARRISBURG AREA COMMUNITY COLLEGE,84,3/25/2021
201044,952228663,W92UJUVFJYC4,ANTELOPE VALLEY COMMUNITY COLLEGE DISTRICT,84,4/3/2023
201583,362703832,U6U3MSJA34N6,WAUKEGAN COMMUNITY UNIT SCHOOL DISTRICT NO. 60,84,4/6/2023
201693,611320380,,KENTUCKY COMMUNITY AND TECHNICAL COLLEGE SYSTEM,84,3/25/2021
202042,941574802,,STATE CENTER COMMUNITY COLLEGE DISTRICT,84,3/25/2021
202092,351443425,,TRINITY HEALTH,84,6/3/2022
202105,236291113,,GEISINGER HEALTH,84,3/25/2021
202471,951644037,,PEPPERDINE UNIVERSITY,84,3/25/2021
203744,756001697,SSFUTC29RJC7,GRAND PRAIRIE INDEPENDENT SCHOOL DISTRICT,84,2/23/2023
203869,431617558,,BJC HEALTHCARE,84,10/5/2022
205901,856005550,MZC6N49RJKA8,GALLUP-MCKINLEY COUNTY SCHOOLS,84,1/11/2023
209135,522063496,,CHARTER SCHOOL DEVELOPMENT CORPORATION,84,6/2/2022
209224,411778617,,EDUCATIONAL CREDIT MANAGEMENT CORPORATION,84,3/25/2021
209451,576000265,,THE COLLEGE OF CHARLESTON,84,3/25/2021
209715,570977955,,COASTAL CAROLINA UNIVERSITY,84,3/25/2021
210445,576001204,,WINTHROP UNIVERSITY,84,3/25/2021
211692,576000254,,CLEMSON UNIVERSITY,84,3/25/2021
211695,576001153,,UNIVERSITY OF SOUTH CAROLINA,84,3/25/2021
212257,760615245,J943LULZXK64,HARMONY PUBLIC SCHOOLS,84,12/12/2022
212490,650216638,,"EVERGLADES COLLEGE, INC.",84,3/25/2021
212629,576000950,,SOUTH CAROLINA STATE UNIVERSITY,84,3/25/2021
213514,431747502,,"SAINT LUKE'S HEALTH SYSTEM, INC",84,9/26/2022
214366,752659683,YESVC9SDGFK7,UPLIFT EDUCATION,84,12/9/2022
214499,660491518,,GUAM DEPARTMENT OF EDUCATION,84,3/25/2021
215447,590936101,,"EMBRY-RIDDLE AERONAUTICAL UNIVERSITY, INC.",84,3/25/2021
218327,542052107,,EDWARD VIA VIRGINIA COLLEGE OF OSTEOPATHIC MEDICINE AND AFFILIATES,84,3/25/2021
218734,362167854,,ROOSEVELT UNIVERSITY,84,3/25/2021
219643,510305893,,DELAWARE STATE UNIVERSITY,84,3/25/2021
220190,611014882,,UNIVERSITY OF LOUISVILLE,84,3/25/2021
221966,340714538,,AULTMAN HEALTH FOUNDATION,84,10/5/2022
223716,273339369,,REMINGTON COLLEGE,84,3/25/2021
225629,061627882,GX7UG6VHDHC9,"GOODWIN UNIVERSITY, INC. AND SUBSIDIARIES",84,3/1/2023
225665,880435559,,ROSEMAN UNIVERSITY OF HEALTH SCIENCES,84,3/25/2021
228272,166002010,,ROCHESTER CITY SCHOOL DISTRICT,84,3/25/2021
229253,261773196,,TWIN RIVERS UNIFIED SCHOOL DISTRICT,84,1/20/2022
229592,742948339,,"IDEA PUBLIC SCHOOLS, INC.",84,3/25/2021
229596,541398784,GD54V5XED254,"THE SCHOOL BOARD OF THE CITY OF NEWPORT NEWS, VIRGINIA",84,3/30/2023
229737,743068519,NKYUBMDD67H3,COMMONWEALTH CHARTER ACADEMY CHARTER SCHOOL,84,2/14/2023
230189,300686273,,NASSAU COMMUNITY COLLEGE,84,6/13/2022
230427,621586836,,"EDUCATION LOAN FINANCE, INC.",84,3/25/2021
230948,223524939,,VIRTUA HEALTH INC.,84,9/26/2022
231704,546001570,ZU3QCHKBMW13,ROANOKE CITY PUBLIC SCHOOLS,84,1/12/2023
231934,263770988,KL5JDE23TN48,CANYONS SCHOOL DISTRICT,84,12/21/2022
232275,371058692,,HOSPITAL SISTERS HEALTH SYSTEM,84,10/5/2022
235613,621056632,K49KP3ZCGW63,"CITY OF LAKELAND, TENNESSEE",84,12/8/2022
237887,470617373,,COMMONSPIRIT HEALTH,84,10/6/2022
237982,042492727,,QUINSIGAMOND COMMUNITY COLLEGE,84,9/22/2022
238045,900531902,,COMMUNITY COLLEGE SYSTEM OF NEW HAMPSHIRE,84,3/25/2021
238098,042325342,,SALEM STATE UNIVERSITY,84,3/25/2021
238280,043010428,,BRIDGEWATER STATE UNIVERSITY,84,3/25/2021
238343,042710011,,BUNKER HILL COMMUNITY COLLEGE,84,4/14/2022
238347,900171867,,NORTHCENTRAL UNIVERSITY FKA WESTMED COLLEGE,84,3/25/2021
239636,721028323,,FRANCISCAN MISSIONARIES OF OUR LADY HEALTH SYSTEM,84,7/25/2022
240303,050395355,,RHODE ISLAND STUDENT LOAN AUTHORITY,84,3/25/2021
240925,420680460,,DRAKE UNIVERSITY,84,3/25/2021
242667,216000219,,TOWNSHIP OF LAKEWOOD SCHOOL DISTRICT,84,3/17/2022
242736,026000937,,UNIVERSITY SYSTEM OF NEW HAMPSHIRE,84,3/25/2021
244560,611730890,,OREGON STATE UNIVERSITY,84,3/25/2021
244592,464727800,,UNIVERSITY OF OREGON,84,3/25/2021
244593,364776757,,PORTLAND STATE UNIVERSITY,84,3/25/2021
244668,362167804,,NATIONAL LOUIS UNIVERSITY,84,3/25/2021
245063,272280465,,CLINICAL & PATIENT EDUCATORS ASSOC & UMA EDUCATION INC DBA ULTIMATE ME,84,3/25/2021
245195,271503981,,"HERZING UNIVERSITY, LTD.",84,3/25/2021
245476,731563627,,THE UNIVERSITY OF OKLAHOMA HEALTH SCIENCES CENTER,84,3/25/2021
245842,541689909,,SCHOOL BOARD CITY OF RICHMOND,84,3/25/2021
246537,812847693,,DETROIT PUBLIC SCHOOLS COMMUNITY DISTRICT,84,3/25/2021
248006,821319401,,"PURDUE UNIVERSITY GLOBAL, INC.",84,3/25/2021
248303,042254705,,AMERICAN STUDENT ASSISTANCE,84,3/25/2021
248565,746002248,,TEXAS STATE UNIVERSITY,84,3/25/2021
248573,208091013,,"CENTER FOR EXCELLENCE IN HIGHER EDUCATION, INC.",84,3/25/2021
248703,521301088,,BON SECOURS MERCY HEALTH,84,9/28/2022
249242,586000263,NP93D6WFDKG1,HENRY COUNTY BOARD OF EDUCATION,84,7/25/2023
249257,056000329,,"CITY OF PROVIDENCE, RHODE ISLAND",84,3/25/2021
249261,020274509,,SOUTHERN NEW HAMPSHIRE UNIVERSITY,84,3/25/2021
249308,580566167,,THE CORPORATION OF MERCER UNIVERSITY,84,3/25/2021
249510,815128459,,SOUTH UNIVERSITY - MEMBER LLC,84,3/25/2021
249837,815126041,,THE ARTS INSTITUTES INTERNATIONAL LLC,84,3/25/2021
251288,746001399,,UNIVERSITY OF HOUSTON - DOWNTOWN,84,2/18/2022
252793,566001834,WXA2ESWNHJ83,ROWAN-SALISBURY BOARD OF EDUCATION,84,1/9/2023
255162,460459671,,HARVEY W PETERS RESEARCH FOUNDATION,84,10/5/2022
256201,260152908,MB5GWJCFBGC7,UNIVERSITY OF MASSACHUSETTS GLOBAL-9 MONTH AUDIT,84,12/12/2022
258054,844813183,C9L1ZHMMTNH5,"BRYANT & STRATTON COLLEGE, INC.",84,5/1/2023
258431,426004333,PLZ1BS2RC597,UNIVERSITY OF NORTHERN IOWA,84,6/29/2023
258457,426004813,Z1H9VJS8NG16,STATE UNIVERSITY OF IOWA,84,6/30/2023
258472,426004224,DQDBM7FGJPC5,IOWA STATE UNIVERSITY-EIN NOTED,84,7/6/2023
73971,521068522,JNXVYWEXC959,"RFE/RL, INC.",90,3/25/2021
197690,521968145,G22JVJGLK725,RADIO FREE ASIA,90,3/25/2021
221792,421591205,,"MIDDLE EAST BRAODCASTING NETWORKS, INC.",90,3/25/2021
85,010527066,,EASTERN MAINE HEALTHCARE SYSTEMS D/B/A NORTHERN LIGHT HEALTH,93,6/30/2022
202,010238552,,MAINEHEALTH,93,6/23/2022
511,010424969,L8KDMW1J82M9,"COMMUNITY CONCEPTS, INCORPORATED AND ITS AFFILIATES",93,3/16/2023
658,016023748,FLJGNNHJJ6B3,"PENQUIS C.A.P., INC. AND ITS AFFILIATES",93,5/11/2023
738,020222111,,TRUSTEES OF DARTMOUTH COLLEGE,93,3/25/2021
895,020268285,,"SOUTHERN NEW HAMPHSIRE SERVICES, INC.",93,4/10/2022
2155,042103580,,HARVARD UNIVERSITY,93,3/25/2021
2262,042103881,,BETH ISRAEL DEACONESS MEDICAL CENTER,93,3/25/2021
2961,042263040,,"DANA-FARBER CANCER INSTITUTE, INC. AND SUBSIDIARIES",93,3/25/2021
3019,042304133,,"ACTION FOR BOSTON COMMUNITY DEVELOPMENT, INC.",93,3/25/2021
3226,042452600,,"HARVARD PILGRIM HEALTH CARE, INC AND AFFILIATES",93,10/10/2022
3278,042473133,,"COMMUNITY DAY CARE CENTER OF LAWRENCE, INC.",93,3/25/2021
4292,042790311,,"BAYSTATE MEDICAL CENTER, INC.",93,6/16/2022
5865,050258809,,BROWN UNIVERSITY,93,3/25/2021
6735,060646973,,YALE UNIVERSITY,93,3/25/2021
7194,060872959,,"NEW ENGLAND FARM WORKERS' COUNCIL, INC.",93,3/25/2021
8827,112013303,,COLD SPRING HARBOR LABORATORY,93,3/25/2021
8851,112047151,YZHQV1DK1NP3,"CATHOLIC CHARITIES NEIGHBORHOOD SERVICES, INC.",93,3/30/2023
9532,113418133,,"NORTHWELL HEALTH, INC.",93,3/25/2021
9899,113050340,NJBXJYAP8AA5,"YELED V'YALDA EARLY CHILDHOOD CENTER, INC.",93,1/5/2023
10650,131624096,,THE MOUNT SINAI HOSPITAL,93,10/10/2022
10670,131624135,,NEW YORK SOCIETY FOR THE RELIEF OF THE RUPTURED AND CRIPPLED,93,10/10/2022
10677,131624158,,THE ROCKEFELLER UNIVERSITY,93,3/25/2021
11261,131878704,,"U.S. COMMITTEE FOR REFUGEES AND IMMIGRANTS, INC. AND RELATED ENTITY",93,3/25/2021
11448,131974191,,BRONXCARE HEALTH SYSTEM,93,10/5/2022
11478,131988190,,RESEARCH FOUNDATION OF THE CITY UNIVERSITY OF NEW YORK,93,3/25/2021
