Program Title,Program Number
Training and Support â Combating Weapons of Mass Destruction,12.501
The Language Flagship Grants to Institutions of Higher Education,12.550
National Security Education Program David L. Boren Scholarships,12.551
National Security Education Program David L. Boren Fellowships,12.552
English for Heritage Language Speakers Grants to U.S. Institutions of Higher Education,12.554
Competitive Grants: Promoting K-12 Student Achievement at Military-Connected Schools,12.556
"Department of Defense Impact Aid (Supplement, CWSD, BRAC)",12.558
"DOD, NDEP, DOTC-STEM Education Outreach Implementation",12.560
Language Training Center,12.579
Congressionally Directed Assistance,12.599
Community Investment,12.600
Community Economic Adjustment Assistance for Realignment or Closure of a Military Installation,12.607
Community Economic Adjustment Assistance for Compatible Use and Joint Land Use Studies,12.610
Community Economic Adjustment Assistance for Advance Planning and Economic Diversification,12.614
Economic Adjustment Assistance for State Governments,12.617
Community Economic Adjustment Assistance for Establishment or Expansion of a Military Installation,12.618
"Basic, Applied, and Advanced Research in Science and Engineering",12.630
"Science, Technology, Engineering and Mathematics (STEM) Educational Program: Science, Mathematics And Research for Transformation (SMART)",12.631
"Department of War Energy, Installations, and Environment Innovation Programs",12.632
Past Conflict Accounting,12.740
Uniformed Services University Medical Research Projects,12.750
Defense Production Act Title III (DPA Title III),12.777
Air Force Defense Research Sciences Program,12.800
Air Force Academy Athletic Programs,12.801
Air Force Medical Research and Development,12.810
Civil Air Patrol Program,12.840
Mathematical Sciences Grants,12.901
Information Security Grants,12.902
GenCyber Grants Program,12.903
CyberSecurity Core Curriculum,12.905
Research and Technology Development,12.910
Upper San Pedro Partnership Support,12.987
GRRP,14.021
Housing Counseling Program Homeownership Initiative,14.022
Community Development Block Grant- PRO Housing Competition,14.023
Community Development Block Grant- PRICE Competition,14.024
Rehabilitation Mortgage Insurance,14.108
Manufactured Home Loan Insurance (Title I),14.110
Mortgage Insurance Homes,14.117
Mortgage Insurance Homes for Disaster Victims,14.119
Mortgage Insurance Homes in Urban Renewal Areas,14.122
Mortgage Insurance Cooperative Projects,14.126
Mortgage Insurance Hospitals,14.128
"Mortgage Insurance Nursing Homes, Intermediate Care Facilities, Board and Care Homes and Assisted Living Facilities",14.129
Mortgage Insurance Purchase of Units in Condominiums,14.133
Mortgage Insurance Rental Housing,14.134
"Mortgage Insurance Rental and Cooperative Housing for Moderate Income Families and Elderly, Market Interest Rate",14.135
Mortgage Insurance Rental Housing for the Elderly,14.138
Mortgage Insurance Rental Housing in Urban Renewal Areas,14.139
Property Improvement Loan Insurance for Improving All Existing Structures and Building of New Nonresidential Structures,14.142
Supplemental Loan Insurance Multifamily Rental Housing,14.151
Mortgage Insurance for the Purchase or Refinancing of Existing Multifamily Housing Projects,14.155
Supportive Housing for the Elderly,14.157
Mortgage Insurance Combination and Manufactured Home Lot Loans,14.162
Housing Counseling Assistance Program,14.169
Manufactured Housing,14.171
Supportive Housing for Persons with Disabilities,14.181
Home Equity Conversion Mortgages,14.183
Housing Finance Agencies (HFA) Risk Sharing,14.188
Multifamily Housing Service Coordinators,14.191
Project-Based Rental Assistance (PBRA),14.195
Good Neighbor Next Door Sales Program,14.198
Community Development Block Grants/Entitlement Grants,14.218
Community Development Block Grants/Special Purpose Grants/Insular Areas,14.225
Community Development Block Grants/State's program and Non-Entitlement Grants in Hawaii,14.228
Emergency Solutions Grant Program,14.231
Community Development Block Grant Disaster Recovery (CDBG-DR),14.233
Home Investment Partnerships Program,14.239
Housing Opportunities for Persons with AIDS,14.241
Community Development Block Grants/Brownfields Economic Development Initiative,14.246
Self-Help Homeownership Opportunity Program,14.247
Community Development Block Grants Section 108 Loan Guarantees,14.248
Section 8 Moderate Rehabilitation Single Room Occupancy,14.249
Rural Housing and Economic Development,14.250
"Economic Development Initiative, Community Project Funding, and Miscellaneous grants",14.251
Section 4 Capacity Building for Community Development and Affordable Housing,14.252
Neighborhood Stabilization Program (Recovery Act Funded),14.256
Community Compass Technical Assistance and Capacity Building,14.259
National Homeless Data Analysis Project (NHDAP),14.261
Rural Capacity Building for Community Development and Affordable Housing Grants,14.265
Continuum of Care Program,14.267
Hurricane Sandy Community Development Block Grant Disaster Recovery Grants (CDBG-DR),14.269
National Disaster Resilience Competition,14.272
Housing Trust Fund,14.275
Youth Homelessness Demonstration Program,14.276
Youth Homeless System Improvement Grants,14.277
Veterans Housing Rehabilitation and Modification Program,14.278
Single Family Property Disposition,14.311
Dollar Home Sales,14.313
Housing Counseling Training Program,14.316
Tenant Education and Outreach Program,14.322
Project Rental Assistance Program of the Section 811 Supportive Housing for Persons with  Disabilities (811 PRA).,14.326
Performance Based Contract Administrator Program,14.327
Fair Housing Assistance Program,14.401
Education and Outreach Initiatives,14.416
Fair Housing Organization Initiatives,14.417
Private Enforcement Initiatives,14.418
General Research and Technology Activity,14.506
"Research, Evaluation, and Demonstrations",14.536
Eviction Protection Grant Program,14.537
Public Housing Operating Fund,14.850
Lower Income Housing Assistance Program Section 8 Moderate Rehabilitation,14.856
Indian Community Development Block Grant Program,14.862
Public and Indian Housing Indian Loan Guarantee Program,14.865
Demolition and Revitalization of Severely Distressed Public Housing,14.866
Indian Housing Block Grants,14.867
Title VI Federal Guarantees for Financing Tribal Housing Activities,14.869
Resident Opportunity and Supportive Services - Service Coordinators,14.870
Section 8 Housing Choice Vouchers,14.871
Public Housing Capital Fund,14.872
Native Hawaiian Housing Block Grants,14.873
Loan Guarantees for Native Hawaiian Housing,14.874
Affordable Housing Development in Main Street Rejuvenation Projects,14.878
Mainstream Vouchers,14.879
Family Unification Program (FUP),14.880
Moving to Work Demonstration Program,14.881
Lead-Based Paint Capital Fund Program,14.888
Choice Neighborhoods Implementation Grants,14.889
Choice Neighborhoods Planning Grants,14.892
Office of Native American Programs Training and Technical Assistance for Indian Housing Block Grant Program,14.893
Jobs-Plus Pilot Initiative,14.895
Family Self-Sufficiency Program,14.896
Tribal HUD-VA Supportive Housing Program,14.899
Lead Hazard Reduction Grant Program,14.900
Healthy Homes Weatherization Cooperation Demonstration Grants,14.901
Lead Technical Studies Grants,14.902
Lead Hazard Reduction Demonstration Grant Program,14.905
Healthy Homes Technical Studies Grants,14.906
Lead Hazard Control Capacity Building,14.912
Healthy Homes Production Program,14.913
Radon Interventions in Public and Assisted Multifamily Housing,14.914
Lead Hazard Control for High Risk Areas,14.920
Older Adults Home Modification Grant Program,14.921
Lead-Safe and Healthy Homes Financing Demonstration,14.922
Experienced Services Program,15.011
Outdoor Schools in National Parks,15.012
Alaska Native Science and Engineering,15.013
Supporting the Lower Mississippi Delta Initiative,15.014
Good Neighbor Authority,15.015
Experienced Services Program,15.016
"Eastern Nevada Conservation, Recreation and Development",15.017
Energy Community Revitalization Program (ECRP),15.018
Experienced Services,15.019
Aid To Tribal Governments,15.020
Consolidated Tribal Government,15.021
Tribal Self-Governance,15.022
Indian Self-Determination Contract Support,15.024
"Services to Indian Children, Elderly and Families",15.025
Indian Adult Education,15.026
Assistance to Tribally Controlled Community Colleges and Universities,15.027
Tribally Controlled Community College Endowments,15.028
Tribal Courts,15.029
Indian Law Enforcement,15.030
Indian Community Fire Protection,15.031
Indian Economic Development,15.032
Road Maintenance Indian Roads,15.033
Agriculture on Indian Lands,15.034
Forestry on Indian Lands,15.035
Indian Rights Protection,15.036
Water Resources on Indian Lands,15.037
Minerals and Mining on Indian Lands,15.038
Real Estate Programs Indian Lands,15.040
Environmental Management Indian,15.041
Indian School Equalization,15.042
Indian Child and Family Education,15.043
Indian Schools Student Transportation,15.044
Administrative Cost Grants for Indian Schools,15.046
"Indian Education Facilities, Operations, and Maintenance",15.047
Bureau of Indian Affairs Facilities Operations and Maintenance,15.048
Endangered Species on Indian Lands,15.051
Litigation Support for Indian Rights,15.052
Attorney Fees Indian Rights,15.053
Navajo-Hopi Indian Settlement,15.057
Indian Post Secondary Schools,15.058
Indian Graduate Student Scholarships,15.059
Indian Vocational Training United Tribes Technical College,15.060
Indian Job Placement United Sioux Tribes Development Corporation,15.061
Replacement and Repair of Indian Schools,15.062
Improvement and Repair of Indian Detention Facilities,15.063
Safety of Dams on Indian Lands,15.065
Tribal Great Lakes Restoration Initiative,15.066
Strengthening Tribal Nations,15.067
Native Hawaiian Community Guest Stewardship,15.068
Zoonotic Disease Initiative,15.069
Experienced Services Program,15.070
Native Hawaiian and Alaska Native Culture and Arts Development,15.071
USGS Experienced Services Program,15.072
Earth Mapping Resources Initiative,15.073
Small Surface Water and Groundwater Storage Projects,15.074
Blackfeet Water Rights Settlement,15.075
Musselshell-Judith Rural Water System,15.076
"Rehabilitation, Reconstruction, or Replacement of Carey Act Dams",15.077
Snow Water Supply Forecasting,15.078
Experienced Services Program (ESP),15.079
COMPACTS OF FREE ASSOCIATION,15.081
American Samoa Operations,15.082
Capital Improvement Program,15.083
Good Neighbor Authority for Recreation Enhancement and Improvement,15.084
Fire Protection Cooperative Agreement,15.087
Department of Interior Wildfire Management - Preparedness,15.088
DOI - HQ Experienced Services Program,15.089
Native Hawaiian Climate Resilience Program,15.098
