,ID,REPORTID,VERSION,DBKEY,AUDITYEAR,SEQ_NUMBER,TYPE_ID,NOTE_INDEX,TITLE,CONTENT,UEI,MULTIPLEUEIS
125536,303386,920868,1,504,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"A.Reporting Entity - The accompanying schedule includes all federal award programs of Preble Street and Subsidiary for the fiscal year ended June 30, 2021.  The reporting entity is defined in the notes to the consolidated financial statements of Preble Street and Subsidiary.  B.Basis of Presentation - The information in the accompanying schedule of expenditures of federal awards is presented in accordance with the Uniform Guidance.1.Pursuant to the Uniform Guidance, federal awards are defined as assistance provided by a federal agency, either directly or indirectly, in the form of grants, contracts, cooperative agreements, loans, loan guarantees, property, interest subsidies, insurance or direct appropriations.  2.Major Programs - The Uniform Guidance establishes the level of expenditures or expenses to be used in defining major federal award programs. Major programs for Preble Street and Subsidiary are identified in the summary of auditors results in the schedule of findings and questioned costs.  C.Basis of Accounting - The information presented in the schedule of expenditures of federal awards is presented on the accrual basis of accounting, which is consistent with the reporting in Preble Street and Subsidiarys consolidated financial statements.  ",,
125539,300394,924559,1,252670,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
125540,300395,924559,1,252670,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
126061,328915,928774,1,39319,2021,2,2,2,10% De Minimis Cost Rate,"Westerville Rotary Elderly Housing, Inc. has elected not to use the 10 percent de minimis indirect costrate as allowed under the Uniform Guidance.",,
126062,328916,928774,1,39319,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Basis of Presentation: The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal awardactivity of Westerville Rotary Elderly Housing, Inc. (the Corporation) under programs of the federal government for the year ended December 31, 2021.  The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Corporation, it is not intended to and does not present the Corporation's financial position, changes in net assets, or cash flows. Schedule of Significant Accounting Policies: (a) Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
126063,328917,928774,1,39319,2021,3,3,0,Loan/loan guarantee outstanding balances,"MORTGAGE INSURANCE FOR THE PURCHASE OR REFINANCING OF EXISTING MULTIFAMILY HOUSING PROJECTS (14.155) - The outstanding balance of loan and loan guarantee programs at December 31, 2021 with continuing compliance requirements which are reported as federal expenditures was $1,651,027. ",,
126524,348885,934034,1,26716,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule is presented using the accrual basis of accounting, which is described in Note 1 to the basic financial statements. The information in this schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance).  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement. ",,
126525,348886,934034,1,26716,2021,3,3,0,General,The accompanying schedule of expenditures of federal awards (schedule) reflects the activity of all federal award programs of Disability Rights Pennsylvania (DRP). ,,
126526,348887,934034,1,26716,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
126656,352064,939400,1,252831,2021,3,3,0,Subsequent Events,"The Organization has evaluated subsequent events occurring after the financial statements date of December 31, 2021, through June 17, 2022, except for our report on the supplemental schedule of expenditures of federal awards, for which the subsequent events date is _______, 2022, which is the date these financial statements were available to be issued. No events arose during the period that would require adjustments or additional disclosures.",,
126657,352065,939400,1,252831,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
126658,352066,939400,1,252831,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of Care Plus Bergen, Inc. (the Organization) under programs of the federal government for the year ended December 31, 2021. The information in the Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of the Organization, it is not intended to and does not present the financial position, changes in net assets, or cash flows of the Organization. Expenditures reported on the Schedule are reported on the accrual basis of accounting. Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
127668,477048,980570,1,258004,2021,2,2,2,10% De Minimis Cost Rate,The auditee did not use the de minimis cost rate.,,
127669,477049,980570,1,258004,2021,3,3,0,Basis of Presentation,"The accompanying schedule of expenditures of federal awards (the Schedule) includes the federal award activity of St. Barnabas Health System, Inc. and Controlled Entities (the Health System) under programs of the federal government for the year ended December 31, 2021.  The information in this Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations (CFR) Part 200, Uniform Administrative Requirements, Cost Principles and Audit Requirements for Federal Awards (Uniform Guidance).  Because the Schedule presents only a selected portion of the operations of the Health System, it is not intended to and does not present the financial position, results of operations, or cash flows of the Health System.The Schedule includes expenditures of the U.S. Department of Health and Human Services (HHS) Provider Relief Fund and American Rescue Plan (ARP) Rural Distribution program of the Health System for the periods of availability which ended in the year ended December 31, 2021.",,
127670,477050,980570,1,258004,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"Expenditures reported on the Schedule are reported on the accrual basis of accounting.  Such expenditures are recognized following the cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
129107,293404,922469,1,120817,2021,1,1,0,Significant Accounting Policies Used in Preparing the SEFA,"NOTE B - SUMMARY OF SIGNIFICANT ACCOUNTING POLICIESExpenditures reported on the Schedule are reported on the accrual basis of accounting and based on state contract budget allocations. Such expenditures are recognized following cost principles contained in the Uniform Guidance, wherein certain types of expenditures are not allowable or are limited as to reimbursement.",,
129108,293405,922469,1,120817,2021,3,3,0,NOTE A - BASIS OF PRESENTATION,"The accompanying schedule of expenditures of federal awards (Schedule) includes the federal award activity of Central Valley Regional Center, Inc. under programs of the federal government for the year ended June 30, 2021. The information in the Schedule is presented in accordance with the requirements of Title 2 U.S. Code of Federal Regulations Part 200, Uniform Administrative Requirements, Cost Principles, and Audit Requirements for Federal Awards (Uniform Guidance). Because the Schedule presents only a selected portion of the operations of Central Valley Regional Center, Inc., it is not intended to, and does not, present the financial position, changes in net assets, or cash flows of Central Valley Regional Center, Inc.",,
