"Assistance Listings Number","Title","Types of Assistance","Department/Ind. Agency","Sub-Tier","Related Federal Assistance","Last Date Modified","Date Published","Funded","POC Information"
"10.331","Gus Schumacher Nutrition Incentive Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","true","Kristopher Grimes, PhD, – National Program Leader (NPL)
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
502-343-9259
"
"10.246","Research Facilities Act Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","true","Solomon Haile
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205 Courier/Package Delivery Address: 2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061,
Kansas City, MO 64141,, Kansas City MO 64141
615-517-4157
"
"10.515","Renewable Resources Extension Act","B - Project Grants (Discretionary)","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","true","Dr. Diomides (Diomy) Zamora, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
202-590-6049
"
"10.714","Infrastructure Investment and Job Act Joint Fire Science Program (Research & Development)","C - Direct Payments for Specified Use (Cooperative Agreements)","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","true","Chernoh Barrie
201 Independence Ave, SW, Washington DC 20250
2023657774
"
"10.970","Farm Loan Borrower Relief Program","C - Direct Payments for Specified Use","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","N/A","Dec 16, 2024","Dec 16, 2024","true","Carolyn Estrada
1400 Independence Ave SW, Washington DC 20250
(202) 690-1560
"
"10.521","Children, Youth and Families At-Risk","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","true","Bonita Williams, Ph.D., National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
816-926-1686
"
"10.715","Infrastructure Investment and Jobs Act Collaborative Forest Landscape Restoration Program","C - Direct Payments for Specified Use (Cooperative Agreements)","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","true","Lindsay Buchanan
1400 Independence Ave., SW
Mailstop 1103, Washington DC 20250
503-808-2810
"
"10.500","Cooperative Extension Service","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","true","USDA, NIFA, National Program Leader, 
Institute of Food Production and Sustainability, Division of Plant Systems-Protection, National Institute of Food and Agriculture 
U.S. Department of Agriculture 
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205
Courier/Package Delivery Address:
2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061, Kansas City MO 64141
(202) 401-4939
"
"10.974","DSA COVID Relief Program","D - Direct Payments with Unrestricted Use","AGRICULTURE, DEPARTMENT OF","FARM SERVICE AGENCY","10.970","Dec 16, 2024","Dec 16, 2024","false","Carolyn Estrada
1400 Independence Ave SW, Washington DC 20250
(202) 690-1560
"
"12.008","Dredged Material Containment Area","B - Project Grants (Special)","DEPT OF DEFENSE","DEPT OF THE ARMY","N/A","Dec 16, 2024","Dec 16, 2024","false","Ronnell Booker
441 G Street NW, Washington DC 20548
2027618646
"
"10.865","Biorefinery Assistance","C - Direct Payments for Specified Use","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","10.867, 10.866","Dec 16, 2024","Dec 16, 2024","true","Chris Cassidy
U.S Department of Agriculture
Rural Development, Business Programs, Energy Branch
1400 Independence Avenue, SW , Washington DC 20250
202-841-6097
"
"10.768","Business and Industry Guaranteed Loans","F - Guaranteed/Insured Loans","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","10.766, 10.769","Dec 16, 2024","Dec 16, 2024","true","Program Processing Branch
U.S. Department of Agriculture
Rural Business-Cooperative Service
1400 Independence Ave SW, Washington DC 20250-3224
202-690-4730
"
"10.380","Food Supply Chain Guaranteed Loan Program","F - Guaranteed/Insured Loans","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","false","PPD-Intermediary Programs Branch
1400 Independence Ave. S.W., Washington DC 20250-3224
2027201400
"
"10.516","Rural Health and Safety Education Competitive Grants Program","B - Project Grants (Discretionary)","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","false","Edwin Lewis, National Program Leader, 
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
202-720-2324
"
"10.334","Enhancing Agricultural Opportunities for Military Veterans Competitive Grants Program","B - Project Grants (Discretionary)","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","true"," Crystal Kyle
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
816-908-3177
"
"10.310","Agriculture and Food Research Initiative (AFRI)","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","10.500, 10.205, 10.220, 10.210, 93.535, 10.219, 10.652, 10.250, 10.200, 10.217, 10.216, 10.202, 10.001, 10.309, 10.203, 10.212","Dec 16, 2024","Dec 16, 2024","true","USDA, NIFA, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
(202) 734-0472
"
"10.782","Appropriate Technology Transfer for Rural Areas","B - Cooperative Agreements","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","true","Natalie Melton
1400 Independence Ave, Washington DC 20250
2026901371
"
"10.381","Meat and Poultry Processing Expansion Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","true","Program Management Division
1400 Independence Ave, Washington DC 20250
202-720-9549
"
"10.690","Lake Tahoe Erosion Control Grant Program","B - Project Grants (Discretionary)","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","true","Genevieve Villemarie
35 College Drive, South Lake Tahoe CA 96150
530-543-2783
"
"64.127","Monthly Allowance for Children of Vietnam Veterans Born with Spina Bifida","C - Direct Payments for Specified Use","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS BENEFITS ADMINISTRATION","N/A","Dec 16, 2024","Dec 16, 2024","true","Jude  Lopez - VBA, Office of Executive Review 
810 Vermont Ave., N.W., Washington DC 20420
(202) 461-9275
"
"10.460","Risk Management Education Partnerships","B - Cooperative Agreements","AGRICULTURE, DEPARTMENT OF","RISK MANAGEMENT AGENCY","N/A","Dec 16, 2024","Dec 16, 2024","true","Michael Heiserman
1400 Independence Ave. SW USDA South Building
W, Washington, DC DC 20250
000-00=0000
"
"10.382","Meat and Poultry Intermediary Lending Program","B - Project Grants (to capitalize loan funds)","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","false","Kevin Boone
1400 Independence Avenue,, Washington DC 20250
202-720-1400
"
"10.202","Cooperative Forestry Research","A - Formula Grants (Apportionments)","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","10.205, 10.207, 10.219, 10.652, 10.250, 10.200, 10.001, 10.203","Dec 16, 2024","Dec 16, 2024","true","Institute of Bioenergy, Climate,  and Environment (IBCE), Division of Environmental Systems, Forest Resource Management, 1400 Independence Avenue, SW, Stop 2210 
ADDITIONAL CONTACT:
USDA, NIFA, National Program Leader, Institute of Bioenergy, Climate, and Environment (IBCE), Division of Environmental Systems, Range and Grasslands Ecosystems, National Institute of Food and Agriculture 
U.S. Department of Agriculture 
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205
Courier/Package Delivery Address:
2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061, Kansas City MO 64141
2025906049
"
"10.890","Rural Development Cooperative Agreement Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","false","Rural Development Innovation Center
1400 Independence Avenue, SW, Washington DC 20250-3253
202-720-1000
"
"64.118","Veterans Housing Direct Loans for Certain Disabled Veterans","E - Direct Loans","VETERANS AFFAIRS, DEPARTMENT OF","VETERANS BENEFITS ADMINISTRATION","64.114, 64.119, 64.106","Dec 16, 2024","Dec 16, 2024","false","Heather Sborz - VBA, Loan Guaranty Service 
810 Vermont Ave., N.W., Washington DC 20420
(602) 315-0486
"
"10.514","Expanded Food and Nutrition Education Program","A - Formula Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 16, 2024","Dec 16, 2024","true","Beth Kerling, MS, RDN, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
202-701-3524
"
"10.867","Bioenergy Program for Advanced Biofuels","D - Direct Payments with Unrestricted Use","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","true","Program Processing Branch 
U.S. Department of Agriculture
Rural Development, Energy Division
511 W. 7th Street, Atlantic IA 50022
202-205-2421
"
"10.871","Socially-Disadvantaged Groups Grant","B - Project Grants","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","10.771","Dec 16, 2024","Dec 16, 2024","false","Arti Kshirsager
1400 Independence Avenue, SW
Mail Stop 3253, Room 4208-South
, Washington DC 20250
202-690-1374
"
"10.693","Watershed Restoration and Enhancement Agreement Authority","B - Cooperative Agreements (Discretionary Grants)","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","true","FS Watershed and Aquatics,
201 14th Street NW, Room 3SE, Washington DC 20024
(202) 205-1671
"
"10.383","Fertilizer Product Expansion Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","N/A","Dec 16, 2024","Dec 16, 2024","false","Anthony Crooks
Room 5815-S, STOP 3225, Washington DC 20410
202-205-9322
"
"10.351","Rural Business Development Grant","B - Project Grants (for specified projects)","AGRICULTURE, DEPARTMENT OF","RURAL BUSINESS COOPERATIVE SERVICE","10.766, 10.768","Dec 16, 2024","Dec 16, 2024","true","USDA, Rural Business-Cooperative Services
1400 Independence Avenue, SW
Mail Stop 3201, Room 5803-South
, Washington DC 20250
2027201400
"
"10.243","American Rescue Plan Centers of Excellence for Meat and Poultry Processing and Food Safety Research and Innovation Phase III","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","true","David Songstad
National Institute of Food and Agriculture U.S. Department of Agriculture P.O. Box 419205, Mail Stop 10000,, Kansas City MO 64141
(816) 412-7422
"
"10.187","The Emergency Food Assistance Program (TEFAP) Commodity Credit Corporation Eligible Recipient Funds","A - Formula Grants","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","N/A","Dec 13, 2024","Dec 13, 2024","true","Katie Treen
1320 Braddock Place, Alexandria VA 22314
703-305-2674
"
"10.332","Agricultural Genome to Phenome Initiative","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","true","Christian Tobias
6501 Beacon Dr, Kansas City MO 64131
610-312-7619
"
"10.328","Food Safety Outreach Program","B - Project Grants (Discretionary)","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","10.303","Dec 13, 2024","Dec 13, 2024","true","Jodi Williams, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
202-424-9722
"
"10.191","Pandemic Assistance for Cotton Merchandisers (PACM)","D - Direct Payments with Unrestricted Use","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","N/A","Dec 13, 2024","Dec 13, 2024","false","Dan Schofer, Program Manager
Warehouse and Commodity Management Division
Fair Trade Practices Program
Agricultural Marketing Service		
1400 Independence Avenue, SW, Washington DC 20250
202-690-2434
"
"10.525","Farm and Ranch Stress Assistance Network Competitive Grants Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","true","Edwin Lewis
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
816-908-3140
"
"10.716","Infrastructure Investment and Jobs Act Prescribed Fire/Fire Recovery","C - Direct Payments for Specified Use (Cooperative Agreements)","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","N/A","Dec 13, 2024","Dec 13, 2024","true","Chernoh Barrie
201 Independence Ave, SW, Washington DC 20250
2023657774
"
"10.723","Community Project Funds - Congressionally Directed Spending","B - Project Grants","AGRICULTURE, DEPARTMENT OF","FOREST SERVICE","N/A","Dec 13, 2024","Dec 13, 2024","false","Lynne Sholty
201 14th St SW, Washington DC 20250
4062106497
"
"10.245","Laying Hen and Turkey Research Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","true","Kathe Bjork
National Institute of Food and Agriculture U.S. Department of Agriculture P.O. Box 419205,, Kansas City MO 64141
816-591-7415
"
"93.788","Opioid STR","A - Formula Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","SUBSTANCE ABUSE AND MENTAL HEALTH SERVICES ADMINISTRATION","N/A","Dec 13, 2024","Dec 13, 2024","true","Odessa Crocker
5600 Fishers Lane, Rockville MD 20857
(240) 276-1078
"
"10.186","Regional Food Business Centers","B - Cooperative Agreements","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","N/A","Dec 13, 2024","Dec 13, 2024","true","Christina Conell	
1400 Independence Ave. SW, Washington DC 20250
202-657-8647
"
"10.247","Emergency Citrus Disease Research and Extension Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","false","USDA, NIFA, National Program Leader 
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205 Courier/Package Delivery Address: 2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061,
Kansas City, MO 64141, Kansas City MO 64141
816-894-9283
"
"10.518","Food Animal Residue Avoidance Databank","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","true","USDA, NIFA, National Program Leader, 
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
202-445-3468
"
"93.575","Child Care and Development Block Grant","A - Formula Grants","HEALTH AND HUMAN SERVICES, DEPARTMENT OF","ADMINISTRATION FOR CHILDREN AND FAMILIES","93.596, 93.558","Dec 13, 2024","Dec 13, 2024","true","Julie Poppe
Office of Child Care,
Administration for Children and Families,
Department of Health and Human Services, Washington DC 20201
202-401-4795
"
"10.326","Capacity Building for Non-Land Grant Colleges of Agriculture (NLGCA)","B - Project Grants (Cooperative Agreements)","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","true","Michelle Schelske-Santos, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
(757) 378-8380
"
"10.175","Farmers Market and Local Food Promotion Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","AGRICULTURAL MARKETING SERVICE","N/A","Dec 13, 2024","Dec 13, 2024","true","USDA FMPP
1400 Independence Ave SW
RM 1510-S, Stop 0264, Washington DC 20250
2027200933
"
"10.309","Specialty Crop Research Initiative","B - Project Grants (Cooperative Agreements)","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","10.329, 10.200, 10.307, 10.303","Dec 13, 2024","Dec 13, 2024","true","Tom Bewick, National Program Leader
P.O. Box 419205, MS 10000, Kansas City MO 64141
202-445-5392
"
"10.330","Alfalfa Seed and Alfalfa Forage Systems Program","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","10.310","Dec 13, 2024","Dec 13, 2024","true","Dr. Bisoondat ""Mac"" Macoon, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City MO 64141
(601) 331-6023
"
"10.231","Agriculture Business Innovation Center at HBCU","B - Project Grants","AGRICULTURE, DEPARTMENT OF","NATIONAL INSTITUTE OF FOOD AND AGRICULTURE","N/A","Dec 13, 2024","Dec 13, 2024","false","USDA, NIFA, National Program Leader
P.O. Box 419205, Mail Stop 10000, Kansas City, MO 64141-6205
Courier/Package Delivery Address:
2312 East Bannister Road, Mail Stop 10000, Kansas City, MO 64141-3061, Kansas City MO 64141
816-518-1754
"
